# Starting test run
x y points n_ticks
223 264 28 433
426 203 28 428
564 329 22 301
771 264 20 238
212 364 20 284
298 207 24 300
362 414 4 159
769 539 22 225
500 420 28 328
541 505 26 326
784 534 24 232
777 59 18 257
220 136 16 401
359 489 32 391
464 258 30 484
561 243 18 285
412 40 10 221
566 50 22 343
381 197 24 262
65 59 30 257
641 428 26 430
644 397 30 251
219 467 26 311
752 388 18 236
655 416 26 405
260 178 22 433
113 110 18 254
327 307 28 267
777 369 0 100
280 120 27 337
366 206 4 179
507 167 20 389
328 48 28 250
35 13 0 100
715 211 28 271
47 332 22 230
584 125 26 287
672 223 20 265
489 407 31 343
237 191 24 308
598 518 31 207
74 286 28 452
317 171 22 221
723 525 31 293
703 472 24 290
570 371 26 248
577 39 0 100
331 152 28 319
185 134 25 305
233 114 24 293
393 19 16 230
534 165 24 319
667 121 26 256
778 580 18 229
526 439 16 370
505 535 32 175
361 52 24 488
98 193 20 274
116 269 24 314
397 204 16 204
535 598 24 246
402 576 14 196
219 517 20 234
248 13 24 410
405 3 12 227
204 267 24 272
642 270 14 296
555 157 10 213
266 341 14 254
658 229 18 258
44 578 29 200
769 435 30 227
676 17 26 243
692 475 20 254
462 50 2 186
170 233 16 364
404 291 10 198
284 348 18 325
407 222 18 273
1 555 24 220
685 493 26 224
491 509 30 320
179 201 0 100
424 353 18 226
171 70 28 261
68 450 16 227
572 457 20 210
304 224 0 100
315 236 24 416
706 93 33 143
209 557 30 262
61 523 26 234
543 324 24 296
250 341 10 306
515 256 22 207
326 436 22 248
203 569 14 207
701 257 14 401
691 95 20 264
475 246 28 196
52 356 31 228
59 335 26 276
516 252 20 318
115 46 29 239
235 130 26 259
194 86 20 262
618 575 34 134
249 172 14 302
259 508 26 291
725 154 26 418
710 384 16 458
665 162 14 227
194 129 32 522
590 450 24 259
765 273 20 379
546 496 24 375
649 13 24 497
492 21 0 100
222 238 28 280
388 249 20 219
738 386 26 265
626 544 30 255
353 198 24 350
556 104 14 266
97 132 24 254
671 272 20 439
571 517 24 257
671 594 22 480
560 525 28 278
253 168 24 399
636 490 26 247
308 374 24 346
378 442 24 304
373 452 8 175
43 78 8 230
715 59 28 325
282 430 26 231
675 516 26 236
385 62 14 231
794 74 10 242
427 349 10 172
658 121 20 323
378 12 20 354
212 279 18 296
195 423 4 179
301 23 22 234
101 531 26 463
571 96 27 330
100 274 8 210
89 446 22 279
568 333 16 257
364 493 14 218
670 454 24 231
690 530 24 275
364 134 26 475
30 78 18 235
40 213 10 245
707 546 24 246
414 305 26 358
648 237 18 257
383 550 8 182
6 428 6 157
407 420 16 183
283 521 24 188
370 222 24 274
617 125 18 302
676 536 32 118
565 195 20 486
200 375 28 326
294 5 0 100
740 196 23 482
696 526 28 259
591 166 30 293
27 438 30 396
82 37 30 438
163 296 12 180
549 16 8 245
85 241 28 237
797 231 10 222
440 449 28 403
213 457 22 247
535 434 14 210
424 484 20 194
305 28 4 183
218 51 16 250
181 496 38 206
266 529 32 351
166 447 24 266
340 480 30 296
434 144 10 312
435 415 16 183
340 40 0 100
699 46 24 239
575 541 22 208
202 39 26 239
422 138 0 100
6 344 14 246
694 561 30 214
773 180 26 408
62 136 26 241
209 246 18 303
259 454 22 233
448 382 14 209
308 391 12 289
488 123 24 286
768 89 27 443
396 461 22 217
391 249 24 324
796 327 14 235
735 108 29 253
193 223 16 277
740 332 8 235
544 31 0 100
758 549 24 245
793 310 8 228
552 98 18 225
115 88 30 238
311 42 18 224
279 73 12 239
561 130 18 293
658 93 24 264
285 100 30 282
713 381 14 253
185 323 14 227
10 312 23 227
521 46 22 311
282 191 16 320
169 404 22 268
131 151 20 262
561 254 0 100
718 358 14 242
437 425 22 278
379 10 6 231
54 538 22 241
751 198 27 330
92 441 28 337
514 273 24 276
580 541 30 284
123 332 28 247
325 537 28 211
430 473 10 252
775 390 28 242
767 437 26 400
616 464 30 294
700 94 26 318
158 214 0 100
165 349 2 189
157 344 16 267
69 29 26 263
113 189 24 242
319 236 18 370
348 199 24 284
159 282 18 332
175 462 30 438
233 346 30 279
210 309 24 280
57 375 18 210
212 499 32 268
738 184 22 233
759 41 27 250
467 143 22 238
485 464 20 223
16 351 12 230
410 129 26 359
499 594 31 393
288 80 18 284
366 554 30 289
488 446 28 276
735 213 26 369
574 168 24 343
277 447 30 306
680 75 22 243
552 380 24 229
304 389 24 183
696 396 24 232
610 497 24 260
466 386 8 279
452 475 10 220
522 574 12 178
393 201 26 383
75 17 22 224
148 295 19 508
529 330 12 186
719 371 16 243
323 521 28 214
107 155 26 563
598 278 2 150
597 72 30 458
327 287 26 327
397 29 8 206
517 292 24 285
326 425 16 183
694 296 28 283
479 27 8 238
363 22 8 227
402 352 22 438
525 167 14 290
503 158 2 135
512 336 4 185
538 103 22 261
26 497 16 213
800 421 18 228
140 156 16 255
111 574 22 468
429 387 26 311
307 274 16 336
354 387 14 282
729 585 20 466
505 240 22 357
402 324 24 358
5 100 20 241
24 103 18 295
781 440 20 250
94 411 18 222
260 583 20 275
784 217 20 331
229 137 24 341
765 49 26 269
356 585 30 192
690 130 16 266
95 41 0 100
140 299 22 301
206 572 20 356
760 203 26 352
83 263 16 267
117 33 20 246
463 359 24 288
534 446 28 334
184 574 26 292
54 196 18 228
453 135 28 320
757 370 25 236
325 415 24 270
537 547 18 204
406 293 28 331
395 250 26 356
647 220 26 280
415 216 26 425
237 334 19 265
177 15 20 265
261 565 20 246
411 330 10 295
397 530 28 248
379 90 24 244
756 257 22 271
360 504 22 286
293 341 14 313
543 409 20 234
305 468 24 300
144 514 30 434
795 59 2 116
76 32 26 310
489 444 31 330
792 172 14 273
528 21 12 256
221 483 22 246
202 524 24 214
786 146 0 100
583 231 20 385
246 98 16 258
101 336 16 301
674 471 24 326
190 134 16 211
584 310 26 308
562 365 14 257
526 476 32 242
732 567 12 248
438 18 4 226
694 431 24 211
268 248 26 209
223 302 18 291
778 143 23 351
224 376 34 184
308 40 10 220
82 367 18 243
395 461 30 352
104 155 18 328
193 236 16 309
128 228 24 269
151 130 26 262
376 546 24 214
275 280 28 317
496 592 22 292
422 322 28 174
731 468 28 265
521 512 20 222
141 418 30 354
723 518 28 205
165 374 6 223
469 232 6 111
107 17 26 249
454 399 0 100
12 516 31 315
332 365 28 379
340 530 18 251
234 139 18 296
103 156 18 239
374 170 12 242
478 519 24 307
652 234 8 188
473 585 12 185
156 377 20 253
288 561 22 196
218 395 6 240
589 565 30 338
94 334 24 287
268 581 14 233
317 342 12 301
762 86 28 244
746 589 0 100
366 219 30 319
363 235 16 292
711 272 8 234
520 185 18 259
203 494 30 351
750 143 31 233
341 138 20 402
705 19 20 340
594 496 31 363
65 168 22 257
102 56 0 100
366 63 0 100
570 40 14 276
550 164 12 296
624 45 20 254
693 135 30 298
580 140 21 273
495 561 16 206
124 367 2 184
631 208 16 272
544 549 22 408
100 454 22 444
93 41 28 253
246 471 18 268
466 299 28 339
32 127 18 248
441 386 14 276
327 210 28 247
40 191 26 250
391 416 24 259
244 257 26 346
275 102 30 601
75 468 26 267
169 345 24 442
493 242 21 352
440 67 16 301
287 386 16 263
47 3 24 263
35 517 28 232
466 279 21 334
102 31 22 317
451 70 20 278
680 575 14 188
22 551 14 210
160 252 12 255
779 58 18 235
432 50 8 215
542 367 16 223
609 111 0 100
311 439 22 273
44 304 14 229
766 159 20 260
574 33 30 352
302 324 26 210
253 403 28 400
275 363 10 257
197 307 12 195
436 439 30 422
304 219 26 331
432 136 25 508
251 157 26 297
583 112 20 320
32 281 16 207
347 595 27 204
83 50 28 267
81 546 20 224
597 105 28 276
428 340 4 178
704 328 24 486
521 501 30 203
404 68 26 356
540 393 0 100
323 5 8 233
108 260 16 225
473 535 30 291
38 524 24 239
152 49 26 417
756 70 22 236
722 591 20 216
702 351 30 420
78 219 20 237
358 253 10 214
178 483 12 236
290 555 26 211
58 445 26 322
323 483 28 327
253 251 6 195
701 134 28 329
506 143 16 280
131 524 30 244
411 44 4 245
522 182 22 317
163 71 22 242
319 362 24 292
605 580 18 214
137 213 26 289
363 2 0 100
761 301 8 219
89 35 22 252
146 50 24 240
606 14 14 224
561 590 26 366
798 318 0 100
727 515 30 223
279 548 30 359
414 128 0 100
133 230 28 243
123 173 33 295
718 27 22 259
27 475 27 237
770 93 22 323
538 443 20 281
228 400 26 272
238 528 24 294
448 58 20 218
72 226 22 248
494 289 19 296
282 422 14 214
646 130 16 262
532 441 6 186
173 424 30 277
450 543 12 193
396 18 0 100
342 508 22 278
342 175 24 299
631 251 16 290
685 273 24 303
271 335 8 169
589 98 20 295
18 359 10 220
88 419 26 271
520 51 24 417
236 203 14 279
53 321 20 438
442 89 0 100
107 237 18 237
536 262 14 321
641 346 16 257
260 429 16 216
353 272 0 100
171 226 2 164
36 24 25 244
642 565 14 192
327 75 20 416
744 437 26 288
342 269 20 389
50 438 18 249
171 54 18 261
8 383 0 100
402 139 18 359
514 283 0 100
153 402 10 291
482 194 20 225
627 276 8 222
441 460 2 186
227 447 16 204
792 449 14 230
621 493 28 224
410 376 24 354
30 529 28 236
386 162 20 279
181 529 28 272
327 253 28 251
764 284 22 230
772 50 0 100
43 322 29 443
55 272 36 324
705 75 28 229
478 95 0 100
465 225 14 186
253 32 22 329
346 485 30 207
328 25 8 286
681 312 26 287
339 149 6 288
657 122 14 232
85 515 32 233
306 580 23 188
457 187 24 238
322 2 8 241
692 206 24 271
225 543 22 220
612 112 26 273
539 159 26 275
762 31 26 245
135 51 22 249
33 134 24 485
602 440 26 284
11 202 16 236
51 340 26 290
670 252 6 254
16 397 26 233
94 536 14 227
665 32 30 254
475 492 28 216
222 303 28 295
380 2 12 249
769 481 24 231
94 365 26 327
503 574 14 292
346 10 10 263
464 123 4 232
787 383 10 284
658 315 28 271
685 127 30 245
210 570 14 379
784 162 16 243
718 398 8 220
23 22 18 238
738 531 22 332
21 332 30 400
425 449 16 250
14 33 24 247
651 504 26 245
224 212 30 284
8 221 14 565
299 68 26 233
191 525 30 222
562 319 26 377
239 7 20 316
195 184 24 237
634 372 28 199
259 564 28 320
173 97 30 404
19 163 16 320
160 378 18 190
288 400 6 223
529 401 24 310
697 451 0 100
330 19 26 434
303 20 14 301
198 132 20 282
613 262 20 398
777 554 27 226
500 506 30 283
463 278 16 329
163 218 32 199
504 410 24 202
494 34 26 328
392 590 22 198
730 465 32 116
696 580 22 256
747 60 20 261
723 437 22 265
266 504 20 255
8 248 2 193
698 150 24 274
410 445 4 216
532 87 26 403
724 354 10 194
482 411 26 212
201 496 30 206
425 327 24 328
74 57 14 255
469 133 22 280
117 22 0 100
139 172 20 259
263 303 22 402
650 464 28 346
51 426 24 240
452 210 18 277
751 442 28 212
312 222 20 317
92 461 31 256
15 261 10 224
551 300 18 299
186 171 0 100
260 452 31 414
494 355 18 358
745 5 14 246
298 204 20 358
589 21 28 274
196 44 16 294
195 367 14 324
661 434 12 228
156 507 32 169
476 501 18 201
286 140 22 264
182 518 26 349
125 209 22 254
102 509 22 210
618 239 24 296
464 244 24 211
493 100 16 235
234 586 20 232
593 324 12 228
760 352 26 369
435 283 24 261
494 581 22 318
376 536 24 211
509 414 22 222
170 120 20 232
500 457 26 272
367 246 22 337
309 25 24 230
744 489 30 256
624 482 34 428
185 199 18 247
202 235 16 254
51 441 14 227
798 347 6 244
767 530 34 117
675 52 24 398
401 256 2 160
157 381 26 268
563 387 20 257
413 252 18 211
382 70 14 240
149 170 16 335
292 277 0 100
201 243 24 250
76 39 31 248
393 229 8 212
296 386 12 215
411 72 20 274
575 350 6 290
371 291 18 288
268 49 20 295
790 59 0 100
72 87 28 252
619 398 25 292
794 326 14 213
341 142 20 275
588 574 10 199
786 200 20 502
738 403 26 302
666 326 22 315
296 591 4 238
643 525 26 238
723 407 20 265
647 499 26 351
75 40 22 281
209 33 27 310
587 448 18 267
380 80 0 100
293 107 20 363
461 573 28 221
567 277 14 331
20 286 4 240
638 451 26 258
36 432 34 450
752 123 31 301
366 447 16 258
188 447 28 318
50 494 31 210
119 314 16 255
594 131 22 331
661 519 33 238
62 584 20 227
66 376 24 271
649 301 0 100
603 79 22 262
771 32 0 100
278 157 20 275
242 407 16 247
323 39 14 227
264 414 12 178
101 494 26 220
626 575 26 267
784 490 16 211
99 291 16 235
610 105 14 274
716 283 20 227
113 369 22 243
409 15 10 278
296 91 22 218
438 489 32 282
126 133 0 100
254 242 24 321
552 355 6 189
132 103 30 231
359 403 4 183
225 555 10 271
75 76 24 278
790 359 8 234
133 180 20 251
578 234 20 305
88 120 20 263
465 123 10 271
146 255 24 278
675 309 10 279
256 176 26 300
51 586 20 206
603 258 26 517
512 171 18 293
613 316 28 299
196 442 24 260
685 185 14 267
713 535 32 236
146 451 30 241
747 295 28 280
439 356 28 287
257 339 24 336
471 425 30 284
93 61 32 154
104 405 20 245
468 5 0 100
648 426 28 332
786 480 24 216
8 398 8 237
203 495 20 221
162 89 28 271
28 335 30 235
593 507 26 267
402 376 18 356
43 22 24 248
283 224 10 186
577 555 18 211
185 396 20 309
708 234 19 221
419 26 20 220
743 370 26 241
536 383 16 267
492 239 18 268
758 509 32 150
682 244 31 289
128 210 16 281
140 260 8 208
428 339 26 358
717 435 28 222
364 531 18 219
612 337 24 289
104 267 20 260
4 217 12 241
619 211 26 279
492 304 22 337
703 37 26 242
328 13 10 233
76 421 25 384
643 84 24 261
748 112 28 242
312 234 10 212
287 95 28 231
649 129 18 230
722 233 29 503
31 180 31 237
520 365 21 484
508 4 18 323
651 97 22 254
331 385 16 202
517 104 12 306
653 354 12 210
303 477 30 284
684 226 30 248
49 220 18 218
53 98 26 248
582 34 0 100
763 371 18 262
370 465 30 348
197 337 20 284
683 224 20 303
745 365 8 196
713 421 28 254
451 197 22 413
636 55 24 269
122 391 0 100
420 506 26 201
429 492 30 211
249 590 12 284
237 140 28 315
790 441 12 229
696 12 32 213
48 8 28 226
291 128 10 303
450 141 28 399
603 451 0 100
33 158 33 420
658 392 4 250
161 467 30 420
3 101 8 238
439 505 27 326
455 274 22 453
124 23 31 251
304 32 22 247
610 243 22 311
156 410 28 252
675 302 22 247
29 20 30 225
24 167 0 100
335 358 28 322
449 498 26 206
323 116 20 280
2 460 33 235
775 366 28 223
337 307 12 234
161 177 16 264
543 86 10 246
645 342 20 219
421 307 14 365
615 587 12 210
64 51 26 234
298 598 30 213
617 327 20 298
66 475 32 141
241 319 4 131
540 336 28 215
139 482 28 249
219 423 16 261
391 52 16 278
131 388 14 262
436 129 24 252
755 488 33 529
9 44 0 100
581 379 30 228
488 564 22 213
454 7 2 190
477 134 0 100
672 219 20 257
142 528 29 384
759 354 23 477
279 494 28 456
323 340 6 260
190 136 26 337
23 304 22 320
621 265 8 322
335 489 26 422
691 139 24 262
470 293 22 289
296 373 10 205
460 359 14 387
658 522 22 345
77 329 22 258
653 212 24 294
20 49 0 100
75 133 20 232
54 568 22 217
370 340 32 175
221 309 14 310
733 425 30 263
159 438 22 211
782 53 0 100
682 107 29 244
355 48 18 223
46 96 30 231
56 304 23 291
330 245 8 210
24 184 22 413
210 581 20 211
643 151 26 279
364 424 0 100
300 223 12 268
293 304 16 299
504 327 22 241
393 90 26 296
791 380 14 209
686 487 32 167
131 170 14 253
364 121 29 634
509 350 14 263
708 149 30 244
239 404 33 362
166 121 16 240
384 425 14 183
459 155 16 277
131 114 24 275
313 347 22 314
282 562 16 200
432 579 22 331
721 159 26 247
714 32 20 250
136 9 24 309
99 148 32 259
766 398 22 356
17 251 16 219
273 298 20 302
2 63 0 100
444 586 12 208
177 456 26 234
247 360 14 282
7 396 14 232
224 525 20 238
156 77 32 376
348 112 18 331
613 507 30 259
326 72 18 233
792 315 31 279
770 26 0 100
276 270 12 248
12 89 22 314
749 305 30 338
24 464 20 237
374 535 28 234
274 226 16 271
83 124 0 100
80 507 35 133
108 418 14 245
281 394 24 273
277 184 26 265
359 298 24 536
172 124 24 266
126 509 29 304
320 218 18 322
683 526 30 269
333 336 24 452
320 251 20 297
513 130 24 392
389 167 14 312
762 395 22 226
5 360 22 435
120 529 24 214
573 426 14 250
547 420 24 408
200 92 0 100
323 299 20 300
626 338 4 264
50 479 32 338
281 475 24 286
681 571 22 229
320 228 22 353
529 459 18 218
297 58 12 313
313 43 27 279
165 364 30 326
337 231 26 336
237 244 18 298
20 226 22 408
305 158 14 222
244 518 30 220
425 599 20 390
558 438 26 299
147 202 24 351
526 335 0 100
772 216 22 237
187 110 26 244
554 460 14 276
52 537 10 221
21 536 24 424
501 226 14 332
421 571 8 181
651 590 31 255
506 26 24 294
200 27 0 100
677 359 24 299
129 237 24 445
532 521 28 242
266 185 30 416
712 202 26 287
641 512 22 254
12 381 26 294
45 439 28 222
670 37 34 308
304 170 20 304
189 476 32 106
171 89 24 274
607 231 20 221
562 10 10 223
133 193 27 263
116 545 30 241
463 565 24 218
251 51 22 244
68 243 24 233
235 434 14 243
71 280 20 218
138 365 14 219
724 95 26 253
50 227 16 343
194 458 26 243
557 302 18 298
347 551 20 200
29 77 0 100
95 185 20 290
349 272 4 199
395 378 26 280
88 573 26 227
46 353 28 242
402 90 16 264
666 247 28 335
776 345 10 260
319 556 24 350
265 47 8 243
82 271 30 465
612 589 24 282
214 571 33 308
285 178 20 244
682 392 0 100
327 201 33 225
46 488 25 236
303 126 24 211
396 25 4 242
681 472 24 228
37 89 23 228
582 105 24 275
80 162 22 295
558 303 20 216
164 330 14 222
208 351 16 276
394 472 16 208
23 422 29 439
758 541 24 233
755 314 12 271
72 353 20 243
147 77 26 262
337 379 22 209
448 25 12 234
473 393 20 304
598 531 22 222
480 78 24 233
637 137 32 372
293 459 18 205
657 45 28 243
375 339 16 421
393 486 10 206
611 512 24 211
484 19 18 361
333 515 23 211
335 503 30 233
288 414 26 351
722 145 22 272
727 369 16 234
100 246 30 268
701 37 30 245
72 58 26 247
542 84 12 268
74 1 29 246
313 470 20 335
418 289 28 367
229 345 29 366
283 104 18 511
623 486 31 250
537 479 28 270
428 209 18 338
71 203 27 407
758 232 16 222
633 88 28 421
5 2 16 253
145 392 26 321
104 323 21 305
142 232 16 354
134 158 24 270
555 325 20 461
108 262 18 235
485 67 20 235
607 499 24 204
124 72 22 262
539 470 30 205
682 6 32 142
672 381 18 250
395 181 12 232
786 41 0 100
659 579 24 361
698 546 18 235
46 382 10 307
533 345 26 284
693 430 34 261
113 58 26 241
246 171 18 247
411 151 8 254
232 505 26 279
407 200 0 100
27 437 12 235
111 91 26 257
567 329 26 319
16 239 6 195
321 87 12 256
331 73 8 239
320 105 10 221
17 183 31 347
227 475 32 181
316 174 16 286
196 579 10 287
363 593 8 172
744 386 14 207
308 85 32 150
615 428 0 100
381 100 22 234
282 154 16 317
82 242 20 222
306 490 18 308
674 328 20 264
136 167 22 270
32 133 18 239
630 207 26 330
555 74 20 349
628 470 30 241
29 158 26 342
542 556 16 241
673 38 20 313
249 361 16 204
422 371 18 215
133 62 28 263
123 327 0 100
98 519 24 217
265 474 28 253
670 352 14 187
96 533 30 222
778 287 28 285
407 356 4 188
605 462 23 235
329 357 12 207
103 524 24 231
119 448 0 100
630 381 22 277
466 288 8 197
484 426 22 205
448 422 8 204
380 167 18 283
16 131 24 229
669 449 14 258
366 152 30 293
565 546 20 221
435 200 26 326
71 301 28 229
135 546 22 230
418 580 26 327
742 572 16 208
241 505 26 323
776 436 24 242
463 159 20 273
372 560 10 205
314 425 8 239
526 128 22 512
136 147 26 266
133 270 28 260
46 449 27 246
292 85 16 286
101 253 26 224
397 229 20 318
5 95 22 415
608 83 2 102
60 545 22 231
745 153 30 293
759 429 16 332
232 68 24 470
261 269 18 304
627 573 16 216
347 164 0 100
484 269 26 370
352 498 26 202
110 43 24 251
797 105 21 249
99 597 12 222
596 375 0 100
392 252 22 364
304 228 6 200
317 335 12 196
78 96 26 244
487 225 16 198
516 54 8 236
734 291 32 346
277 76 18 226
222 550 31 349
359 287 23 336
333 511 31 249
698 289 18 258
330 215 24 345
381 120 20 318
306 536 18 272
565 320 20 232
6 210 14 209
385 505 24 395
642 231 22 256
644 452 26 244
607 225 24 203
799 408 0 100
730 244 24 455
158 368 12 218
542 42 2 112
489 453 4 205
333 103 22 280
740 69 22 253
460 546 24 405
463 463 14 299
209 489 30 330
214 67 20 248
487 201 12 222
614 287 30 374
225 494 30 238
470 375 16 211
770 98 22 457
471 20 10 210
440 599 0 100
588 333 26 290
86 293 0 100
61 206 35 174
693 397 28 265
201 381 28 407
429 444 24 328
641 147 22 255
635 291 22 249
250 511 16 298
530 221 12 311
115 405 24 388
694 499 24 253
630 224 20 266
23 150 18 235
32 569 33 143
6 361 18 311
593 265 20 279
799 529 28 229
602 570 16 215
724 355 14 212
774 540 26 360
302 261 0 100
169 212 26 275
640 426 18 340
295 251 24 292
66 509 30 244
326 21 10 229
267 237 22 413
453 286 28 338
651 289 18 234
483 394 0 100
216 293 18 237
223 221 22 294
251 589 6 289
17 426 32 281
209 421 28 309
444 377 8 193
388 437 26 207
320 7 10 295
83 350 20 236
546 325 22 305
723 417 24 253
779 548 12 246
767 174 22 243
492 590 22 398
249 381 18 273
622 583 33 357
419 128 28 289
318 394 10 282
602 540 14 249
404 530 22 192
401 493 16 204
428 552 28 210
447 307 16 282
334 353 18 209
295 337 10 202
727 276 22 227
720 313 26 292
37 363 16 246
151 97 27 271
611 526 22 241
518 367 22 357
354 286 12 268
431 303 2 166
